,negotiable_price,price,guaranteed_authentic_brand,brand,case_plated,case_material,bezel_plated,bezel_material,bracelet_plated,bracelet_material,clasp_plated,clasp_material,dial,core_model,model_variant,year_of_production,is_year_of_production_estimate,age_in_years_2026,original_box,original_papers,movement,clasp,number_of_jewels
190,False,4099,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,26
191,False,3850,False,tudor,False,titanium,False,ceramic,False,titanium,False,,black,Pelagos,Standard,2021,True,5,0.0,1.0,automatic,fold clasp,
192,False,4395,False,tudor,False,titanium,False,titanium,False,textile,False,titanium,black,Pelagos,Standard,2025,True,1,1.0,1.0,automatic,buckle,25
193,True,3390,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Grantour Chrono Fly-Back,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,55
194,True,4710,False,tudor,False,steel,False,,False,steel,False,,white,Black Bay Chrono,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,47
195,False,3600,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Chrono,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,47
196,False,3795,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Pro,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,26
197,False,4499,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay 41,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,25
198,False,3995,False,tudor,False,steel,False,,False,,False,,black,Unknown/Other,Standard,2025,False,1,1.0,1.0,,,
199,True,3299,False,tudor,False,steel,False,steel,False,rubber,False,steel,black,Black Bay Dark,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,26
200,True,4995,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Chrono,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,
201,False,3797,False,tudor,False,bronze,False,bronze,False,leather,False,bronze,grey,Unknown/Other,Standard,2022,False,4,1.0,1.0,automatic,buckle,25
202,True,3363,False,tudor,False,,False,,False,steel,False,,,Black Bay Fifty-Eight,Standard,2022,True,4,1.0,1.0,automatic,,
203,True,4200,False,tudor,False,steel,False,,False,steel,False,,blue,Black Bay Fifty-Eight,Standard,2021,False,5,1.0,1.0,automatic,,
204,False,2700,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,Black Bay 32,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,
205,True,18500,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,Submariner,Standard,1976,False,50,1.0,1.0,automatic,fold clasp,25
206,True,4795,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Chrono,Standard,,False,,1.0,1.0,automatic,fold clasp,41
207,True,15000,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,Black Bay 32,Standard,2019,False,7,1.0,1.0,automatic,fold clasp,
208,True,7000,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Submariner,Standard,,False,,0.0,1.0,automatic,fold clasp,25
209,False,5200,False,tudor,False,gold/steel,False,yellow gold,False,gold/steel,False,steel,black,Black Bay S&G,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,26
210,False,11881,False,tudor,False,,False,,False,,False,,,Submariner,Standard,1971,False,55,0.0,1.0,automatic,,
211,False,2950,False,tudor,False,steel,False,rose gold,False,leather,False,gold/steel,black,Unknown/Other,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,31
212,False,3790,False,tudor,False,,False,,False,,False,,,Black Bay 54,Standard,2023,False,3,1.0,1.0,,,
213,False,3995,False,tudor,False,steel,False,,False,,False,,champagne,Black Bay Steel,Standard,2025,False,1,1.0,1.0,,,
214,False,2808,False,tudor,False,steel,False,,False,gold/steel,False,,champagne,Unknown/Other,Standard,1994,False,32,0.0,1.0,automatic,fold clasp,
215,False,,False,tudor,False,carbon,False,carbon,False,rubber,False,steel,white,Black Bay Chrono,Standard,2025,False,1,1.0,1.0,automatic,buckle,41
216,False,3099,False,tudor,False,steel,False,aluminum,False,steel,False,steel,blue,Black Bay Fifty-Eight,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,27
217,False,5399,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,Black Bay 54,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,27
218,True,4586,False,tudor,False,steel,False,,False,leather,False,,black,Black Bay Chrono,Standard,2017,False,9,1.0,1.0,automatic,fold clasp,
219,False,2469,False,tudor,False,steel,False,yellow gold,False,steel,False,steel,pink,Royal,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,
220,False,3190,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Pro,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,26
221,False,2990,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,2020,True,6,1.0,1.0,automatic,fold clasp,25
222,False,5713,True,tudor,False,steel,False,steel,False,steel,False,,white,Oysterdate Big Block,Standard,,False,,1.0,1.0,automatic,,
223,True,4688,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Chrono,Standard,2022,True,4,1.0,1.0,automatic,fold clasp,41
224,False,3149,False,tudor,False,carbon,False,titanium,False,textile,False,titanium,blue,Pelagos,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,25
225,False,2195,False,tudor,False,steel,False,steel,False,steel,False,steel,white,1926,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
226,False,4345,False,tudor,False,steel,False,,False,,False,,black,,,2025,False,1,1.0,1.0,automatic,fold clasp,
227,False,4100,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Chrono,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,47
228,False,7970,False,tudor,False,,False,,False,steel,False,,blue,Submariner,Standard,,False,,0.0,1.0,automatic,fold clasp,
229,False,3100,False,tudor,False,steel,False,steel,False,leather,False,steel,black,Unknown/Other,Standard,2016,True,10,1.0,1.0,automatic,fold clasp,25
230,False,4900,False,tudor,False,steel,False,,False,steel,False,,black,Black Bay Chrono,Standard,2024,False,2,1.0,1.0,automatic,,
231,True,3799,False,tudor,False,steel,False,aluminum,False,steel,False,steel,blue,Black Bay Fifty-Eight,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,27
232,True,3699,False,tudor,False,carbon,False,titanium,False,textile,False,titanium,blue,Pelagos,Standard,2023,False,3,1.0,1.0,automatic,,25
233,True,4195,False,tudor,False,steel,False,steel,False,steel,False,steel,black,,,1998,True,28,1.0,1.0,automatic,fold clasp,
234,False,4595,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Steel,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,25
235,False,5695,False,tudor,False,steel,False,,False,steel,False,,blue,Black Bay 54,Standard,2026,False,0,1.0,1.0,,,
236,True,4780,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos,Standard,,False,,0.0,1.0,automatic,fold clasp,27
237,True,5272,False,tudor,False,steel,False,yellow gold,False,gold/steel,False,steel,black,Black Bay S&G,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
238,False,4435,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos,Standard,,False,,1.0,1.0,automatic,fold clasp,26
239,False,5114,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Ranger,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,
240,False,15000,False,tudor,False,steel,False,,False,,False,,grey,Unknown/Other,Standard,,False,,0.0,1.0,,,
241,False,3880,False,tudor,False,steel,False,steel,False,steel,False,steel,grey,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,25
242,False,2995,False,tudor,False,,False,,False,,False,,,Ranger,Standard,,False,,0.0,1.0,,,
243,False,9569,False,tudor,False,carbon,False,carbon,False,textile,False,steel,black,Pelagos,Standard,2025,False,1,1.0,1.0,automatic,buckle,
244,True,3500,False,tudor,False,steel,False,,False,,False,,silver,Unknown/Other,Standard,2010,True,16,1.0,1.0,automatic,fold clasp,27
245,False,3299,False,tudor,False,steel,False,steel,False,leather,False,steel,black,Unknown/Other,Standard,,False,,1.0,1.0,automatic,fold clasp,25
246,False,2595,False,tudor,False,steel,False,,False,,False,,black,Royal,Standard,2026,False,0,1.0,1.0,,,
247,True,5250,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos,Standard,2024,True,2,1.0,1.0,automatic,fold clasp,27
248,True,5495,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Submariner,Standard,1995,False,31,1.0,1.0,automatic,fold clasp,
249,True,2250,False,tudor,False,steel,False,,False,steel,False,,white,1926,Standard,2025,False,1,1.0,1.0,automatic,,
250,True,2000,False,tudor,False,silver,False,,False,leather,False,,silver,Prince Oysterdate,Standard,,False,,0.0,1.0,automatic,,
251,True,10700,False,tudor,False,steel,False,steel,False,steel,False,steel,turquoise,Black Bay Chrono,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
252,False,1999,False,tudor,False,steel,False,,False,steel,False,,silver,1926,Standard,2025,False,1,1.0,1.0,automatic,,
253,False,4450,False,tudor,False,steel,False,,False,steel,False,,black,Black Bay GMT,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,
254,False,3895,False,tudor,False,gold/steel,False,yellow gold,False,,False,,silver,Royal,Standard,2025,False,1,1.0,1.0,,,
255,True,4550,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Pro,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,26
256,True,3250,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay 41,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,25
257,False,5500,False,tudor,False,steel,False,,False,steel,False,steel,red,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
258,True,3290,False,tudor,False,silver,False,aluminum,False,leather,False,silver,grey,Unknown/Other,Standard,2021,False,5,1.0,1.0,automatic,buckle,27
259,True,1999,False,tudor,False,steel,False,steel,False,leather,False,,grey,Classic,Standard,,False,,0.0,1.0,automatic,buckle,25
260,False,4395,False,tudor,False,steel,False,,False,,False,,champagne,Ranger,Standard,2026,False,0,1.0,1.0,,,
261,True,3995,False,tudor,False,carbon,False,titanium,False,textile,False,titanium,blue,Pelagos,Standard,2024,False,2,1.0,1.0,automatic,no clasp,47
262,True,4021,False,tudor,False,steel,False,,False,leather,False,steel,black,Black Bay GMT,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,
263,False,2742,False,tudor,False,steel,False,steel,False,leather,False,steel,black,Black Bay GMT,Standard,2018,False,8,1.0,1.0,automatic,fold clasp,26
264,False,3190,False,tudor,False,carbon,False,titanium,False,textile,False,titanium,blue,Pelagos,Standard,2024,False,2,1.0,1.0,automatic,,25
265,False,1862,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,,,2025,False,1,1.0,1.0,automatic,fold clasp,25
266,False,4700,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
267,True,4250,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,blue,Pelagos,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,26
268,False,3999,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay GMT,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,26
269,False,4795,False,tudor,False,steel,False,yellow gold,False,steel,False,,black,Black Bay S&G,Standard,,False,,1.0,1.0,automatic,fold clasp,25
270,False,2495,False,tudor,False,steel,False,,False,,False,,blue,,,2025,False,1,1.0,1.0,,,
271,False,3995,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,blue,Pelagos,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,26
272,False,3698,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,blue,Pelagos,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,26
273,True,4999,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Pro,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,26
274,False,4450,False,tudor,False,steel,False,,False,textile,False,,silver,Heritage Chrono,Blue,2021,False,5,1.0,1.0,automatic,buckle,
275,False,4199,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Ranger,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,27
276,True,3599,False,tudor,False,steel,False,steel,False,textile,False,steel,black,Black Bay Fifty-Eight,Standard,2025,False,1,1.0,1.0,automatic,buckle,27
277,True,4750,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay GMT,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,27
278,True,3375,False,tudor,False,steel,False,aluminum,False,leather,False,steel,blue,Black Bay Fifty-Eight,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,27
279,False,4450,False,tudor,False,titanium,False,,False,titanium,False,,black,Pelagos,Standard,2020,False,6,1.0,1.0,automatic,buckle,
280,False,4999,False,tudor,False,steel,False,aluminum,False,steel,False,steel,blue,Black Bay Chrono,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,41
281,False,4549,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay GMT,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,26
282,False,4395,False,tudor,False,steel,False,steel,False,rubber,False,steel,black,Black Bay GMT,Standard,,False,,1.0,1.0,automatic,fold clasp,27
283,True,3999,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,blue,Pelagos,Standard,2022,True,4,1.0,1.0,automatic,fold clasp,26
284,True,5499,False,tudor,False,steel,False,steel,False,steel,False,steel,blue,Black Bay 54,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,27
285,False,3275,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,2015,False,11,1.0,1.0,automatic,fold clasp,25
286,False,3395,False,tudor,False,steel,False,,False,,False,,black,Ranger,Standard,2025,False,1,1.0,1.0,,,
287,True,3350,False,tudor,False,bronze,False,bronze,False,leather,False,bronze,grey,Unknown/Other,Standard,2019,False,7,1.0,1.0,automatic,buckle,25
288,False,3549,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,blue,Pelagos,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,26
289,True,3500,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Pro,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,26
290,False,4850,False,tudor,False,steel,False,steel,False,steel,False,steel,red,Unknown/Other,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,27
291,True,6000,False,tudor,False,steel,False,steel,False,leather,False,steel,black,Oysterdate Big Block,Standard,1985,True,41,0.0,1.0,automatic,fold clasp,25
292,False,4153,True,tudor,False,titanium,False,titanium,False,,False,titanium,black,Pelagos,Standard,,False,,1.0,1.0,automatic,buckle,
293,True,3875,False,tudor,False,ceramic,False,ceramic,False,leather,False,steel,black,Unknown/Other,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,25
294,False,5975,False,tudor,False,steel,False,aluminum,False,steel,False,steel,blue,Black Bay Chrono,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,41
295,False,4600,False,tudor,False,titanium,False,titanium,False,textile,False,titanium,black,Pelagos,Standard,2025,False,1,1.0,1.0,automatic,buckle,25
296,False,5799,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos Ultra,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
297,False,9200,False,tudor,False,steel,False,steel,False,steel,False,steel,pink,Black Bay Chrono,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,41
298,True,15499,False,tudor,False,steel,False,,False,steel,False,steel,grey,Unknown/Other,Standard,1976,True,50,0.0,1.0,manual winding,fold clasp,17
299,False,5595,False,tudor,False,steel,False,,False,,False,,,Black Bay Chrono,Standard,2025,False,1,1.0,1.0,,,
300,True,2150,False,tudor,False,steel,False,,False,steel,False,,black,1926,Standard,2026,False,0,1.0,1.0,automatic,,
301,False,4212,False,tudor,False,steel,False,,False,steel,False,,black,Ranger,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,
302,False,4875,False,tudor,False,titanium,False,titanium,False,titanium,False,,black,Pelagos,Standard,2026,False,0,1.0,1.0,automatic,fold clasp,
303,True,4085,False,tudor,False,steel,False,steel,False,steel,False,steel,champagne,Unknown/Other,Standard,2024,False,2,1.0,1.0,automatic,,
304,True,3000,False,tudor,False,gold/steel,False,steel,False,gold/steel,False,steel,black,1926,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
305,True,4395,False,tudor,False,steel,False,steel,False,steel,False,steel,grey,Unknown/Other,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,25
306,False,8999,False,tudor,False,titanium,False,titanium,False,titanium,False,titanium,black,Pelagos,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,26
307,True,5250,False,tudor,False,steel,False,,False,steel,False,steel,white,Black Bay Chrono,Standard,2022,False,4,1.0,1.0,automatic,fold clasp,
308,False,3990,False,tudor,False,,False,,False,,False,,,Black Bay GMT,Standard,2023,False,3,1.0,1.0,,,
309,False,4175,False,tudor,False,steel,False,aluminum,False,steel,False,,black,Black Bay GMT,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,
310,False,3870,False,tudor,False,steel,False,,False,,False,,,,,2023,False,3,1.0,1.0,automatic,fold clasp,
311,True,3899,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,2021,False,5,1.0,1.0,automatic,fold clasp,25
312,False,3450,False,tudor,False,gold/steel,False,steel,False,gold/steel,False,steel,gold,,,2022,False,4,1.0,1.0,automatic,fold clasp,31
313,True,3799,False,tudor,False,steel,False,,False,steel,False,,black,Black Bay GMT,Standard,2022,False,4,1.0,1.0,automatic,,
314,False,4885,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Chrono,Standard,,False,,1.0,1.0,automatic,fold clasp,41
315,True,4190,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay Chrono,Standard,2021,False,5,1.0,1.0,automatic,,47
316,True,10990,False,tudor,False,steel,False,,False,steel,False,,blue,Submariner,Standard,1984,True,42,0.0,1.0,automatic,,
317,False,4400,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Black Bay GMT,Standard,2025,False,1,1.0,1.0,automatic,fold clasp,27
318,False,4895,False,tudor,False,gold/steel,False,yellow gold,False,,False,,silver,Royal,Standard,2025,False,1,1.0,1.0,,,
319,False,3899,False,tudor,False,steel,False,steel,False,steel,False,steel,black,Unknown/Other,Standard,,False,,1.0,1.0,automatic,fold clasp,25
320,False,4153,True,tudor,False,steel,False,steel,False,leather,False,steel,black,Tiger Prince Date,Standard,,False,,1.0,1.0,automatic,fold clasp,
321,True,3299,False,tudor,False,steel,False,steel,False,leather,False,steel,black,Unknown/Other,Standard,2020,False,6,1.0,1.0,automatic,fold clasp,25
322,True,4799,False,tudor,False,steel,False,steel,False,steel,False,steel,white,Black Bay Chrono,Standard,2024,False,2,1.0,1.0,automatic,fold clasp,41
323,False,4295,False,tudor,False,ceramic,False,steel,False,leather,False,steel,black,Unknown/Other,Standard,2023,False,3,1.0,1.0,automatic,fold clasp,25
